Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Zhang, Di; Hwang, Gwo-Jen; ",Effects of interaction between peer assessment and problem-solving tendencies on students’ learning achievements and collaboration in mobile technology-supported project-based learning,Journal of Educational Computing Research,61,1,208-234,2023,"Sage Publications Sage CA: Los Angeles, CA"
"Naji, Khalid Kamal; Ebead, Usama; Al-Ali, Abdulla Khalid; Du, Xiangyun; ",Comparing models of problem and project-based learning (PBL) courses and student engagement in civil engineering in Qatar,,,,,2020,Modestum LTD
"Du, Xiangyun; Naji, Khalid Kamal; Ebead, Usama; Ma, Jianping; ",Engineering instructors’ professional agency development and identity renegotiation through engaging in pedagogical change towards PBL,European Journal of Engineering Education,46,1,116-138,2021,Taylor & Francis
"Du, Xiangyun; Lundberg, Adrian; Ayari, Mohamed A; Naji, Khalid K; Hawari, Alaa; ",Examining engineering students' perceptions of learner agency enactment in problem‐and project‐based learning using Q methodology,Journal of Engineering Education,111,1,111-136,2022,Wiley Online Library
"Du, Xiangyun; Naji, Khalid Kamal; ",Civil engineering students’ collective agency and professional identity in a problem-and project-based learning environment: Case from qatar,Journal of Civil Engineering Education,147,4,04021007,2021,American Society of Civil Engineers
"Lyngdorf, Niels Erik Ruan; Du, Xiangyun; Lundberg, Adrian; ",First-year engineering students’ learner agency sources in a systemic PBL environment: a Q study,European Journal of Engineering Education,48,6,1130-1147,2023,Taylor & Francis
"Strukowska, Marta E; ",Shared leadership strategies for languages education. A case of project-based learning at CLC in Poznan University of Technology,Language Learning in Higher Education,14,2,273-290,2024,De Gruyter Mouton
"Sanchez-Lite, Alberto; Gonzalez, Cristina; Zulueta, Patricia; Sampaio, Zita; ",A comparative study of the use of building information modeling in teaching engineering projects,IEEE Access,8,,220046-220057,2020,IEEE
"Vargas, Manuel; Nunez, Tabita; Alfaro, Miguel; Fuertes, Guillermo; Gutierrez, Sebastian; Ternero, Rodrigo; Sabattin, Jorge; Banguera, Leonardo; Duran, Claudia; Peralta, Maria Alejandra; ",A project based learning approach for teaching artificial intelligence to undergraduate students,Int. J. Eng. Educ,36,6,1773-1782,2020,
"Rakshith, P; Shankar, Shobha; Gowtham, N; Savyasachi, GK; Avinash, R; ",Effective implementation of project based learning in microcontroller course,Journal of Engineering Education Transformations,36,Special Issue 2,,2023,Rajarambapu Institute Of Technology
"McKenna, Ted; Gibney, Amanda; Richardson, Mark G; ",Benefits and limitations of adopting project-based learning (PBL) in Civil Engineering education—A review,"Proceedings of the IV International Conference on Civil Engineering Education (EUCEET), Barcelona, Spain",,,5-8,2018,
"Dahmen, Marc; Quezada, Luis; Alfaro, Miguel; Fuertes, Guillermo; Aballay, Claudio; Vargas, Manuel; ",Teaching artificial intelligence using project based learning,EasyChair preprint,,,,2020,
"Shekhar, Prateek; Woodcock, Cassandra; Huang-Saad, Aileen; ",Assessing the development of student outcomes in project-based learning engineering design and entrepreneurship courses,2018 IEEE Frontiers in Education Conference (FIE),,,1-4,2018,IEEE
"Zahra, Afifah Nur; Maksum, Muh Nur Rochim; Chusniatun, C; Apriantoro, Muhamad Subhi; ",Trend Research of Project-Based Learning in The Database Scopus 1964-2023,"Proceeding ISETH (International Summit on Science, Technology, and Humanity)",,,956-967,2023,
"Díaz, Brayan; ",BIM: A bridge to promote industry-academic partnership in construction engineering,ASEE annual conference exposition proceedings,,,,2022,
"Araújo, Letícia Santos Machado de; Ilha, Marina Sangoi de Oliveira; ",Ensino de projeto dos sistemas prediais hidráulicos e sanitários: abordagem baseada em problemas,Ambiente Construído,19,2,203-217,2019,SciELO Brasil
"LOBO, DEEPAN; IABONI, CRAIG; SHEKHAR, PRATEEK; ","Internet-of-Things Curriculum, Pedagogy, and Assessment for STEM Education: A Review of Literature",,,,,,
"Baitasheva, Gaukhar; Musina, Aytzhamal; Issayeva, Akmaral; Myrzabaeva, Zhanar; Sartayeva, Akmaral; ",Білім алушылардың биология пәніне қызығушылығын арттыруда жобалап оқыту технологиясын пайдалану ерекшеліктері,Pedagogy and Psychology,44,3,172-181,2020,
"Nwaogu, Janet Mayowa; Yang, Yang; Chan, Albert PC; Chi, Hung-lin; ","Application of drones in the architecture, engineering, and construction (AEC) industry",Automation in Construction,150,,104827,2023,Elsevier
"Abichandani, Pramod; Iaboni, Craig; Lobo, Deepan; Kelly, Thomas; ",Artificial intelligence and computer vision education: Codifying student learning gains and attitudes,Computers and Education: Artificial Intelligence,5,,100159,2023,Elsevier
"Abichandani, Pramod; Lobo, Deepan; Dimitrijevic, Branislav; Borgaonkar, Ashish; Sodhi, Jaskirat; Kabrawala, Smit; Brateris, Daniel; Kam, Moshe; ",Competition-based active learning instruction for drone education,Interactive Learning Environments,32,5,1795-1813,2024,Taylor & Francis
"Slater, Timothy F; ",Identifying Implementation Strategies for Integrating Drones into STEM and Career Technology Education CTE Programs,Education Sciences,14,1,105,2024,MDPI
"Nwaogu, Janet Mayowa; Yang, Yang; Chan, Albert PC; Wang, Xiaowei; ",Enhancing drone operator competency within the construction industry: Assessing training needs and roadmap for skill development,Buildings,14,4,1153,2024,MDPI
"Slater, Timothy F; ",In Pursuit of FAA Part 107 Commercial Remote Drone Pilot Certification for Students.,CTE Journal,12,1,,2024,
"Chatzopoulos, Avraam; Xenakis, Apostolos; Papoutsidakis, Michail; Kalovrektis, Konstantinos; Kalogiannakis, Michail; Psycharis, Sarantos; ",Proposing and Testing an Open-Source and Low-Cost Drone under the Engineering Design Process for Higher Education: The Mechatronics Course Use Case,2024 IEEE Global Engineering Education Conference (EDUCON),,,1-7,2024,IEEE
"Voštinár, P; ",Using Drones in Teaching Computer Science,2023 46th MIPRO ICT and Electronics Convention (MIPRO),,,899-904,2023,IEEE
"Tychola, Kyriaki A; Tsimperidis, Ioannis; Papakostas, George A; ",Photogrammetry: The “Hidden” Contribution in Education,Teaching and Assessment in the Era of Education 5.0,,,281-300,2024,IGI Global
"Junk, Stefan; ",Design Education in Additive Manufacturing Using Unmanned Aerial Vehicle,2024 IEEE Global Engineering Education Conference (EDUCON),,,1-7,2024,IEEE
"Stoica, Cristina; Bertrand, Sylvain; Burlion, Laurent; ",Feedback on Drone Arenas-based Remote international Teaching–DAReTeach,IFAC-PapersOnLine,58,16,135-140,2024,Elsevier
"Al-Attili, Abdelrahman Z; Tutunji, Tarek; Siouf, Saif; ",Integrating Drones into STEM Education at Al Hussein Technical University,2024 22nd International Conference on Research and Education in Mechatronics (REM),,,1-6,2024,IEEE
"Tabbu, Muhammad Ansarullah S; Abidin, Muh Rais; ",PKM Peningkatan Kapasitas Guru SMKN 5 Barru dalam Penerapan Teknologi Unmanned Aeral Vehicle sebagai Media Pembelajaran Inovatif Berbasis Pemetaan,Panrannuangku Jurnal Pengabdian Masyarakat,4,3,90-106,2024,
"Slater, Timothy F; ",Identifying an implementation framework for integrating drones into STEM and Career Technology Education CTE programs,,,,,2023,
"Serrano, Elena; Distler, Jonathan; Iakimov, Nikola; Bairaktarova, Diana; ",Exploring the Utilization of Drone Technology to Promote Food Security,2024 47th MIPRO ICT and Electronics Convention (MIPRO),,,1306-1311,2024,IEEE
"Zhao, Dan; Li, Ji; Wang, Yanping; ",Exploring the English Teaching Model Based on College Students' Participation in Natural Environment Integration,International Journal of Web-Based Learning and Teaching Technologies (IJWLTT),18,2,1-13,2023,IGI Global
"Ordoñez-Fernandez, Jose Luis; ",Work in Progress: A Proposed Method for Mechanical Engineering Students with CAD Simulations for Real Machines,2024 IEEE World Engineering Education Conference (EDUNINE),,,1-4,2024,IEEE
"Nwaogu, Janet Mayowa; Yang, Yang; Chan, Albert PC; ",Challenges and enablers for drone application in the construction industry,,,,,2022,Western Sydney University
"Lawal, Nurudeen Segun; Burgett, Joseph Michael; Lucas, Jason; ",From Ground to Air: Developing a Drone Curriculum for Law Enforcement Education,,,,,2024,
"Maniu, Cristina Stoica; Bertrand, Sylvain; Burlion, Laurent; ",Feedback on Drone Arenas-based Remote international Teaching–DAReTeach,2024 IFAC Workshop on Aerospace Control Education,,,,2024,
"León, Richard Humberto Cáceres; Ortega, Ignacio Alfonso Alvarado; ",Sistemas aéreos remotamente tripulados en aplicaciones militares. Una revisión,Ciencia y poder aéreo,18,2,75-93,2023,Escuela de Postgrados de la Fuerza Aérea Colombiana
"Walker, Charlette; ",Elevating Education: The Impact of Drones on 21st Century Learning,,,,,2023,
"Arslan, Abdullah; ",Reliability and Validity of Instruments Measuring English Teachers’ TPACK,International Journal of Assessment Tools in Education,7,3,343-360,2020,İzzet KARA
"Tsortanidou, Xanthippi; Daradoumis, Thanasis; Barberá, Elena; ",Developing social-emotional skills through imaginative teaching methods in elementary education,Early Child Development and Care,192,8,1201-1216,2022,Taylor & Francis
"Tsortanidou, Xanthippi; Daradoumis, Thanasis; Barberá, Elena; ",Waldorf inspired hyper-imaginative learning trajectories: developing new media literacies in elementary education,The Influence of Theorists and Pioneers on Early Childhood Education,,,302-316,2022,Routledge
"Coogler, Sherry D; ","Positioning Ninth Grade Students to Succeed: Effective Practices, Processes, and Activities of a School-Based Team Case Study",,,,,2023,The University of Findlay
"Hylton, James C; ",Leadership Development Influence on Leadership Self-Efficacy (LSE): An Explanatory Sequential Mixed Methods Study with Civilian Federal Employees in the Department of Defense,,,,,2021,Baylor University
"DeWatson-Alexander, Felicia; ",From Understudy to Main Actor: The Perspectives of Second-Career Urban School Teachers in the Retention Conversation,,,,,2022,Morgan State University
"Tulyakul, Phatcharapon; ",Nursing education institution readiness for implementing hybrid instruction,,,,,2020,Oklahoma City University
"Garcia, Michael B; ",Advancing AVID tutoring: Blended professional learning for college Tutor/Mentors in AVID,,,,,2018,Arizona State University
"Moleke, Heritage; Montle, Malesela Edward; ",The role of classroom discourse towards the learners' senses of belonging: A case of the transitional stage of English language learning.,Journal of African Education,1,2,61-83,2020,Sabinet Online
"Alvarado, Sonia Reneé; ",Design-Based Research for Virtual Learning: A Holistic Perspective on the Pedagogical and Contextual Factors of Interactive Mobile Technology,"Cases on Practical Applications for Remote, Hybrid, and HyFlex Teaching",,,100-120,2022,IGI Global Scientific Publishing
"Sarkkinen, Tuomas; ",Reliabiliteettitutkimus: Havainnoijien välinen yhteneväisyys observoinnissa,Helsingin yliopisto. Opettajankoulutuslaitos. Pro Gradututkimus. PDF-dokumentti. Saatavissa: https://helda. helsinki. fi/bitstream/handle/10138/235762/Tuomas_Sarkkinen_Progradu_04_2018. pdf,,,,2018,
"Castro, Christina Marie; ",Student perception on flexible seating and their engagement: A descriptive research study,,,,,2020,
"ODUNDO, ALICE AWINO; ","HYGIENE PRACTICES OF FOOD HANDLERS AND THE BACTERIAL LOAD OF FRESH VEGETABLE SALAD IN PRIVATE HOSPITALS IN MOMBASA COUNTY, KENYA ALICE AWINO",,,,,2021,Pwani University
"OLUOCH, SAMUEL; ",Exploring the Context Dependent Factors That Shape Teachers’ Practice of Quality Classroom Questioning: A Case of a Secondary School Setting,Journal of Contemporary Trends and Issues in Education,1,2,72-99,2022,
"Oladipupo, Rekgopetse Victoria; ",An Investigation of Factors Contributing to Long Waiting of Patients Collecting Repeat Medication in a Tertiary Hospital Pharmacy,,,,,2022,"University of the Witwatersrand, Johannesburg"
"Moleke, Heritage; Montle, Malesela Edward; ",Journal of African Education (JAE),,,,,,
"Crippen, Kent J; Evans, Gayle N; Scherer, Christine G; Spillman, Courtney; ",SEPs in RETs: Design and Development of an Observation Protocol,2020 ASTE International Conference,,,,2020,
"Oluoch, Samuel Ojode; ","Exploring quality classroom questioning as practiced by teachers in the teaching and learning process: a case of a secondary school in Siaya, Kenya.",,,,,2020,
"Acord, William Robert; ",Teacher Decision Making Processes and an Analysis of the Avatalker Application when Used by Students with Autism,,,,,2017,Appalachian State University
"Nizo Borráez, Sebastián; ",Upholding collective thinking through taboo topics in an inclusive EFL environment,,,,,,
"Σιακαμπέτη, Ιωάννα; ",Analysis and design of a remote beehive surveillance and monitoring information system,,,,,2021,
"Steira, Iselin Mauseth; Wigger, Karin; Rasmussen, Einar; ",Variety of entrepreneurial skills measured in the entrepreneurship education literature,Education+ Training,66,7,755-776,2024,Emerald Publishing Limited
"Graciano, Paola; Lermen, Fernando Henrique; Reichert, Fernanda Maciel; Padula, Antonio Domingos; ",The impact of risk-taking and creativity stimuli in education towards innovation: A systematic review and research agenda,Thinking Skills and Creativity,47,,101220,2023,Elsevier
"Karimi, Hamid; Ataei, Pouria; ","The effect of entrepreneurship ecosystem on the entrepreneurial skills of agriculture students: The mediating role of social intelligence and emotional intelligence (The case of University of Zabol, Iran)",Current Psychology,42,27,23250-23264,2023,Springer
"Englis, Basil G; Frederiks, Arjan J; ","Using experimental designs to study entrepreneurship education: A historical overview, critical evaluation of current practices in the field, and directions for future research",Entrepreneurship Education and Pedagogy,7,1,93-149,2024,"SAGE Publications Sage CA: Los Angeles, CA"
"Woodcock, Cassandra Sue Ellen; Callewaert, John; Millunchick, Joanna; ",Synthesizing definitions of professional competencies linked to experiential learning in engineering education: A literature review,Journal of Higher Education Theory and Practice,21,4,123-146,2021,North American Business Press
